Product_Id,Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Id,Store_Establishment_Year,Store_Size,Store_Location_City_Type,Store_Type,Product_Store_Sales_Total
FD3342,13.29,Regular,0.126,Baking Goods,109.69,OUT004,2009,Medium,Tier 2,Supermarket Type2,2832.54
NC4115,15.63,No Sugar,0.106,Household,151.5,OUT003,1999,Medium,Tier 1,Departmental Store,4218.53
FD8160,12.05,Low Sugar,0.027,Baking Goods,145.13,OUT004,2009,Medium,Tier 2,Supermarket Type2,3277.64
FD3029,15.72,Low Sugar,0.123,Starchy Foods,186.22,OUT003,1999,Medium,Tier 1,Departmental Store,4949.09
FD647,12.8,Low Sugar,0.039,Snack Foods,126.13,OUT004,2009,Medium,Tier 2,Supermarket Type2,3058.32
NC3503,12.59,No Sugar,0.026,Household,142.45,OUT004,2009,Medium,Tier 2,Supermarket Type2,3345.89
FD303,13.82,Low Sugar,0.066,Fruits and Vegetables,94.37,OUT003,1999,Medium,Tier 1,Departmental Store,5719.69
NC705,10.63,No Sugar,0.073,Others,115.43,OUT001,1987,High,Tier 2,Supermarket Type1,2350.45
FD4329,12.27,Low Sugar,0.161,Baking Goods,117.37,OUT004,2009,Medium,Tier 2,Supermarket Type2,2760.15
FD6227,12.25,Low Sugar,0.059,Meat,130.87,OUT004,2009,Medium,Tier 2,Supermarket Type2,3030.9
FD6883,11.38,Low Sugar,0.125,Frozen Foods,175.82,OUT004,2009,Medium,Tier 2,Supermarket Type2,3755.34
DR8588,12.53,Low Sugar,0.006,Hard Drinks,150.84,OUT004,2009,Medium,Tier 2,Supermarket Type2,3503.29
FD429,11.0,Low Sugar,0.038,Fruits and Vegetables,100.66,OUT002,1998,Small,Tier 3,Food Mart,1890.1
DR2608,14.24,Regular,0.159,Soft Drinks,152.65,OUT004,2009,Medium,Tier 2,Supermarket Type2,3927.5
FD5553,10.05,Low Sugar,0.167,Snack Foods,123.55,OUT001,1987,High,Tier 2,Supermarket Type1,2385.41
FD2464,8.9,Regular,0.223,Snack Foods,146.94,OUT004,2009,Medium,Tier 2,Supermarket Type2,2602.9
FD4300,11.19,Regular,0.084,Fruits and Vegetables,141.67,OUT004,2009,Medium,Tier 2,Supermarket Type2,3013.38
FD2821,13.9,Low Sugar,0.095,Snack Foods,185.63,OUT001,1987,High,Tier 2,Supermarket Type1,4525.49
FD7013,15.46,Low Sugar,0.028,Frozen Foods,197.86,OUT003,1999,Medium,Tier 1,Departmental Store,5127.44
FD5558,7.39,Low Sugar,0.012,Fruits and Vegetables,113.4,OUT002,1998,Small,Tier 3,Food Mart,1576.61
DR1798,10.2,Low Sugar,0.077,Soft Drinks,77.01,OUT002,1998,Small,Tier 3,Food Mart,1466.13
FD2409,17.38,Regular,0.164,Starchy Foods,150.7,OUT001,1987,High,Tier 2,Supermarket Type1,4597.68
FD1612,12.1,reg,0.009,Fruits and Vegetables,125.98,OUT004,2009,Medium,Tier 2,Supermarket Type2,2897.77
FD4401,13.91,Regular,0.01,Canned,130.9,OUT004,2009,Medium,Tier 2,Supermarket Type2,3406.78
FD2234,15.52,Low Sugar,0.053,Canned,173.65,OUT001,1987,High,Tier 2,Supermarket Type1,4646.17
FD4073,14.06,Low Sugar,0.086,Dairy,145.23,OUT004,2009,Medium,Tier 2,Supermarket Type2,3734.62
FD671,11.5,Low Sugar,0.039,Dairy,159.66,OUT004,2009,Medium,Tier 2,Supermarket Type2,3451.32
NC847,13.88,No Sugar,0.023,Health and Hygiene,116.7,OUT004,2009,Medium,Tier 2,Supermarket Type2,3110.29
FD953,13.32,Low Sugar,0.025,Snack Foods,92.42,OUT001,1987,High,Tier 2,Supermarket Type1,2485.93
FD5269,8.35,Regular,0.028,Dairy,84.27,OUT002,1998,Small,Tier 3,Food Mart,1196.06
FD2089,10.34,Low Sugar,0.05,Meat,110.02,OUT002,1998,Small,Tier 3,Food Mart,2172.45
FD2279,12.62,Regular,0.085,Frozen Foods,139.89,OUT004,2009,Medium,Tier 2,Supermarket Type2,3299.22
NC446,14.76,No Sugar,0.109,Health and Hygiene,113.74,OUT003,1999,Medium,Tier 1,Departmental Store,5503.51
FD4916,14.11,Low Sugar,0.079,Baking Goods,171.77,OUT003,1999,Medium,Tier 1,Departmental Store,4289.23
FD6231,10.71,Regular,0.017,Baking Goods,64.68,OUT002,1998,Small,Tier 3,Food Mart,1329.18
FD2112,10.27,Regular,0.014,Frozen Foods,158.01,OUT004,2009,Medium,Tier 2,Supermarket Type2,3138.69
FD5832,11.63,Regular,0.085,Frozen Foods,83.78,OUT002,1998,Small,Tier 3,Food Mart,1927.11
NC2622,7.76,No Sugar,0.026,Health and Hygiene,74.92,OUT002,1998,Small,Tier 3,Food Mart,872.41
FD8751,12.75,reg,0.056,Fruits and Vegetables,227.47,OUT003,1999,Medium,Tier 1,Departmental Store,5120.87
FD642,11.6,Regular,0.054,Frozen Foods,123.33,OUT004,2009,Medium,Tier 2,Supermarket Type2,2729.42
FD3878,10.15,Low Sugar,0.032,Fruits and Vegetables,135.64,OUT004,2009,Medium,Tier 2,Supermarket Type2,2653.52
FD8734,15.17,Low Sugar,0.018,Frozen Foods,194.87,OUT003,1999,Medium,Tier 1,Departmental Store,5001.84
FD2812,13.31,Low Sugar,0.012,Meat,193.19,OUT001,1987,High,Tier 2,Supermarket Type1,4545.39
FD595,13.12,Low Sugar,0.227,Snack Foods,128.71,OUT002,1998,Small,Tier 3,Food Mart,1459.49
NC7139,12.75,No Sugar,0.042,Household,135.09,OUT004,2009,Medium,Tier 2,Supermarket Type2,3231.95
FD3728,12.83,Low Sugar,0.068,Fruits and Vegetables,162.76,OUT004,2009,Medium,Tier 2,Supermarket Type2,3814.11
FD3854,14.96,Low Sugar,0.105,Fruits and Vegetables,167.64,OUT003,1999,Medium,Tier 1,Departmental Store,4396.45
FD3116,12.0,Regular,0.031,Fruits and Vegetables,127.38,OUT004,2009,Medium,Tier 2,Supermarket Type2,2903.93
FD8750,11.95,Regular,0.093,Baking Goods,176.36,OUT004,2009,Medium,Tier 2,Supermarket Type2,3893.54
FD7670,16.55,Low Sugar,0.178,Snack Foods,200.9,OUT003,1999,Medium,Tier 1,Departmental Store,5436.92
FD377,13.84,Low Sugar,0.013,Meat,175.33,OUT001,1987,High,Tier 2,Supermarket Type1,3376.87
FD311,14.34,Low Sugar,0.16,Fruits and Vegetables,162.53,OUT003,1999,Medium,Tier 1,Departmental Store,6111.13
FD3125,11.54,Low Sugar,0.016,Frozen Foods,126.03,OUT004,2009,Medium,Tier 2,Supermarket Type2,2771.45
FD4416,8.77,Low Sugar,0.139,Snack Foods,93.29,OUT002,1998,Small,Tier 3,Food Mart,1475.11
NC823,12.73,No Sugar,0.016,Health and Hygiene,112.75,OUT004,2009,Medium,Tier 2,Supermarket Type2,2768.4
FD2255,15.22,Regular,0.015,Fruits and Vegetables,158.64,OUT003,1999,Medium,Tier 1,Departmental Store,4271.53
FD7420,13.52,Regular,0.093,Snack Foods,197.19,OUT001,1987,High,Tier 2,Supermarket Type1,4674.53
FD2842,16.34,Regular,0.055,Canned,141.81,OUT001,1987,High,Tier 2,Supermarket Type1,4179.16
FD927,11.91,Low Sugar,0.032,Fruits and Vegetables,135.88,OUT004,2009,Medium,Tier 2,Supermarket Type2,3056.99
FD4925,10.55,Low Sugar,0.15,Frozen Foods,132.82,OUT004,2009,Medium,Tier 2,Supermarket Type2,2688.24
FD3066,12.48,Low Sugar,0.021,Canned,183.1,OUT001,1987,High,Tier 2,Supermarket Type1,4151.57
FD744,10.42,Low Sugar,0.039,Fruits and Vegetables,132.7,OUT004,2009,Medium,Tier 2,Supermarket Type2,2655.46
FD2303,11.83,Low Sugar,0.023,Baking Goods,152.2,OUT004,2009,Medium,Tier 2,Supermarket Type2,3372.79
FD2327,11.0,Regular,0.119,Baking Goods,127.96,OUT004,2009,Medium,Tier 2,Supermarket Type2,2688.75
FD8536,15.19,Low Sugar,0.017,Dairy,174.23,OUT001,1987,High,Tier 2,Supermarket Type1,4584.3
FD4013,15.79,Low Sugar,0.073,Fruits and Vegetables,181.99,OUT001,1987,High,Tier 2,Supermarket Type1,4878.66
DR6954,11.61,Regular,0.062,Soft Drinks,150.7,OUT004,2009,Medium,Tier 2,Supermarket Type2,3292.23
FD2648,13.63,Regular,0.058,Canned,133.01,OUT004,2009,Medium,Tier 2,Supermarket Type2,3386.97
NC391,14.82,No Sugar,0.052,Household,188.3,OUT001,1987,High,Tier 2,Supermarket Type1,4190.58
FD4969,12.58,Low Sugar,0.028,Dairy,157.84,OUT004,2009,Medium,Tier 2,Supermarket Type2,3658.4
FD3655,7.04,Regular,0.025,Starchy Foods,110.88,OUT002,1998,Small,Tier 3,Food Mart,1445.88
FD1309,13.27,Low Sugar,0.116,Snack Foods,158.91,OUT004,2009,Medium,Tier 2,Supermarket Type2,3836.59
FD6021,8.53,Regular,0.079,Meat,183.03,OUT004,2009,Medium,Tier 2,Supermarket Type2,3257.26
NC148,13.04,No Sugar,0.025,Household,200.01,OUT001,1987,High,Tier 2,Supermarket Type1,3042.18
DR5116,12.92,Regular,0.021,Soft Drinks,117.97,OUT004,2009,Medium,Tier 2,Supermarket Type2,2919.86
FD2380,14.46,Regular,0.154,Dairy,154.78,OUT001,1987,High,Tier 2,Supermarket Type1,4019.64
FD4208,14.93,Regular,0.007,Fruits and Vegetables,141.63,OUT004,2009,Medium,Tier 2,Supermarket Type2,3858.15
FD400,14.27,Regular,0.216,Meat,183.87,OUT001,1987,High,Tier 2,Supermarket Type1,4832.12
FD3120,13.62,Low Sugar,0.097,Dairy,154.13,OUT004,2009,Medium,Tier 2,Supermarket Type2,3817.08
FD5517,17.55,reg,0.094,Starchy Foods,210.79,OUT003,1999,Medium,Tier 1,Departmental Store,5864.61
FD558,12.42,Low Sugar,0.058,Fruits and Vegetables,131.64,OUT004,2009,Medium,Tier 2,Supermarket Type2,4178.26
FD5623,12.99,Low Sugar,0.121,Fruits and Vegetables,210.15,OUT001,1987,High,Tier 2,Supermarket Type1,4820.58
NC5059,15.75,No Sugar,0.043,Household,128.82,OUT004,2009,Medium,Tier 2,Supermarket Type2,3780.15
FD3826,13.24,Regular,0.071,Baking Goods,159.6,OUT004,2009,Medium,Tier 2,Supermarket Type2,3843.76
FD3069,15.73,Low Sugar,0.031,Baking Goods,149.47,OUT001,1987,High,Tier 2,Supermarket Type1,4199.64
FD8639,9.03,Low Sugar,0.021,Frozen Foods,119.89,OUT002,1998,Small,Tier 3,Food Mart,2080.01
DR6318,11.0,Regular,0.078,Soft Drinks,167.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3498.89
FD43,12.02,Regular,0.148,Meat,100.09,OUT003,1999,Medium,Tier 1,Departmental Store,6429.46
DR6958,11.63,Low Sugar,0.045,Soft Drinks,103.77,OUT001,1987,High,Tier 2,Supermarket Type1,2337.66
FD3976,12.39,Low Sugar,0.114,Frozen Foods,175.47,OUT004,2009,Medium,Tier 2,Supermarket Type2,3975.65
DR587,13.15,Low Sugar,0.14,Soft Drinks,151.01,OUT004,2009,Medium,Tier 2,Supermarket Type2,4117.96
FD2454,14.55,Regular,0.049,Snack Foods,203.96,OUT003,1999,Medium,Tier 1,Departmental Store,5046.33
FD7755,11.33,Low Sugar,0.022,Fruits and Vegetables,169.21,OUT004,2009,Medium,Tier 2,Supermarket Type2,3608.65
FD3553,11.37,Low Sugar,0.079,Snack Foods,108.22,OUT001,1987,High,Tier 2,Supermarket Type1,2368.69
DR3777,13.68,Low Sugar,0.033,Hard Drinks,141.99,OUT004,2009,Medium,Tier 2,Supermarket Type2,3581.72
DR4163,13.32,Low Sugar,0.046,Soft Drinks,111.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,2868.74
FD1913,12.35,Low Sugar,0.044,Fruits and Vegetables,137.24,OUT004,2009,Medium,Tier 2,Supermarket Type2,3183.55
FD1337,6.79,Low Sugar,0.035,Baking Goods,105.37,OUT002,1998,Small,Tier 3,Food Mart,1275.6
FD8590,11.52,Low Sugar,0.051,Snack Foods,96.64,OUT002,1998,Small,Tier 3,Food Mart,2167.24
FD8101,14.3,Low Sugar,0.02,Dairy,126.68,OUT004,2009,Medium,Tier 2,Supermarket Type2,3409.6
FD2915,13.56,Low Sugar,0.029,Baking Goods,126.47,OUT004,2009,Medium,Tier 2,Supermarket Type2,3238.63
FD7593,15.14,Low Sugar,0.051,Frozen Foods,148.7,OUT001,1987,High,Tier 2,Supermarket Type1,4050.37
FD7804,14.8,Regular,0.147,Baking Goods,145.64,OUT004,2009,Medium,Tier 2,Supermarket Type2,3910.7
NC6611,7.72,No Sugar,0.123,Household,127.19,OUT002,1998,Small,Tier 3,Food Mart,1932.09
DR12,15.25,Low Sugar,0.138,Soft Drinks,191.9,OUT001,1987,High,Tier 2,Supermarket Type1,3547.55
NC4277,14.98,No Sugar,0.14,Household,187.98,OUT001,1987,High,Tier 2,Supermarket Type1,4817.14
NC6250,14.25,No Sugar,0.014,Household,135.66,OUT004,2009,Medium,Tier 2,Supermarket Type2,3581.44
FD4907,13.32,Low Sugar,0.027,Fruits and Vegetables,167.54,OUT001,1987,High,Tier 2,Supermarket Type1,4023.18
FD154,11.83,Regular,0.123,Frozen Foods,130.51,OUT004,2009,Medium,Tier 2,Supermarket Type2,4968.47
DR4460,11.46,Low Sugar,0.067,Soft Drinks,146.59,OUT004,2009,Medium,Tier 2,Supermarket Type2,3174.28
FD4140,13.42,reg,0.17,Frozen Foods,155.68,OUT004,2009,Medium,Tier 2,Supermarket Type2,3803.58
FD8690,8.74,Regular,0.151,Breads,133.71,OUT002,1998,Small,Tier 3,Food Mart,2297.15
FD8501,14.44,Low Sugar,0.037,Meat,163.21,OUT001,1987,High,Tier 2,Supermarket Type1,4188.47
NC7614,9.61,No Sugar,0.075,Household,114.56,OUT002,1998,Small,Tier 3,Food Mart,2101.31
FD6743,13.9,Low Sugar,0.035,Fruits and Vegetables,118.48,OUT004,2009,Medium,Tier 2,Supermarket Type2,3151.8
FD428,13.35,Regular,0.055,Dairy,216.9,OUT003,1999,Medium,Tier 1,Departmental Store,5914.86
FD3795,15.32,Low Sugar,0.078,Dairy,173.06,OUT001,1987,High,Tier 2,Supermarket Type1,4587.7
FD2016,11.63,Low Sugar,0.027,Snack Foods,136.45,OUT004,2009,Medium,Tier 2,Supermarket Type2,3005.81
NC7538,14.65,No Sugar,0.037,Household,167.96,OUT003,1999,Medium,Tier 1,Departmental Store,4333.48
FD7147,12.39,Low Sugar,0.034,Breads,143.74,OUT004,2009,Medium,Tier 2,Supermarket Type2,3327.51
NC304,9.57,No Sugar,0.079,Household,172.1,OUT003,1999,Medium,Tier 1,Departmental Store,6524.12
NC2416,8.11,No Sugar,0.039,Others,76.87,OUT002,1998,Small,Tier 3,Food Mart,990.03
FD2204,11.84,Low Sugar,0.036,Fruits and Vegetables,133.55,OUT004,2009,Medium,Tier 2,Supermarket Type2,2993.91
DR4461,8.7,Regular,0.061,Soft Drinks,108.88,OUT002,1998,Small,Tier 3,Food Mart,1779.48
FD4428,15.38,Regular,0.05,Canned,150.32,OUT001,1987,High,Tier 2,Supermarket Type1,4135.8
DR7929,9.45,Regular,0.045,Hard Drinks,132.32,OUT001,1987,High,Tier 2,Supermarket Type1,2428.53
NC1577,15.28,No Sugar,0.015,Household,223.92,OUT003,1999,Medium,Tier 1,Departmental Store,5620.9
FD6068,13.67,Low Sugar,0.119,Canned,164.43,OUT001,1987,High,Tier 2,Supermarket Type1,4039.27
FD6144,12.5,Low Sugar,0.03,Baking Goods,155.12,OUT004,2009,Medium,Tier 2,Supermarket Type2,3583.24
FD5114,11.67,Regular,0.157,Canned,140.96,OUT004,2009,Medium,Tier 2,Supermarket Type2,3107.44
FD2041,14.0,Low Sugar,0.128,Fruits and Vegetables,150.72,OUT004,2009,Medium,Tier 2,Supermarket Type2,3833.2
FD5479,12.38,Low Sugar,0.015,Snack Foods,155.8,OUT004,2009,Medium,Tier 2,Supermarket Type2,3571.85
FD1746,16.22,Regular,0.188,Baking Goods,142.3,OUT001,1987,High,Tier 2,Supermarket Type1,4163.07
FD861,12.88,Low Sugar,0.044,Snack Foods,98.09,OUT004,2009,Medium,Tier 2,Supermarket Type2,2503.26
NC6411,11.36,No Sugar,0.12,Health and Hygiene,108.46,OUT001,1987,High,Tier 2,Supermarket Type1,2371.79
FD308,14.11,Low Sugar,0.078,Baking Goods,131.65,OUT004,2009,Medium,Tier 2,Supermarket Type2,4412.79
FD5608,13.43,Low Sugar,0.037,Snack Foods,200.69,OUT001,1987,High,Tier 2,Supermarket Type1,4726.9
FD4774,7.23,Low Sugar,0.067,Frozen Foods,103.66,OUT002,1998,Small,Tier 3,Food Mart,1339.52
FD5036,14.59,Low Sugar,0.02,Dairy,149.52,OUT004,2009,Medium,Tier 2,Supermarket Type2,3942.58
FD7016,12.35,Low Sugar,0.057,Frozen Foods,96.96,OUT001,1987,High,Tier 2,Supermarket Type1,2359.92
FD8515,12.02,Low Sugar,0.049,Fruits and Vegetables,149.09,OUT004,2009,Medium,Tier 2,Supermarket Type2,3352.57
FD1300,15.81,Low Sugar,0.172,Meat,124.71,OUT004,2009,Medium,Tier 2,Supermarket Type2,3710.66
FD517,12.6,Regular,0.025,Frozen Foods,137.95,OUT004,2009,Medium,Tier 2,Supermarket Type2,4586.4
NC5612,13.18,No Sugar,0.053,Household,186.55,OUT003,1999,Medium,Tier 1,Departmental Store,4380.24
FD2867,14.43,Low Sugar,0.106,Fruits and Vegetables,172.82,OUT003,1999,Medium,Tier 1,Departmental Store,4382.21
DR4823,9.99,Regular,0.052,Soft Drinks,130.19,OUT004,2009,Medium,Tier 2,Supermarket Type2,2506.61
FD2611,16.11,Low Sugar,0.039,Canned,183.43,OUT003,1999,Medium,Tier 1,Departmental Store,4980.03
FD1752,14.68,Low Sugar,0.076,Fruits and Vegetables,137.53,OUT004,2009,Medium,Tier 2,Supermarket Type2,3716.88
FD5599,14.97,Low Sugar,0.083,Frozen Foods,167.28,OUT003,1999,Medium,Tier 1,Departmental Store,4391.48
FD2836,11.34,Regular,0.03,Baking Goods,113.49,OUT001,1987,High,Tier 2,Supermarket Type1,2469.37
FD8431,15.19,Low Sugar,0.191,Fruits and Vegetables,154.18,OUT001,1987,High,Tier 2,Supermarket Type1,4172.46
NC4289,14.2,No Sugar,0.084,Others,176.23,OUT003,1999,Medium,Tier 1,Departmental Store,4400.12
FD4454,14.15,Low Sugar,0.014,Fruits and Vegetables,169.94,OUT003,1999,Medium,Tier 1,Departmental Store,4260.86
FD1652,11.84,Low Sugar,0.081,Canned,160.24,OUT004,2009,Medium,Tier 2,Supermarket Type2,3539.38
FD1853,16.06,Low Sugar,0.089,Breakfast,152.28,OUT003,1999,Medium,Tier 1,Departmental Store,4330.5
FD2635,12.56,reg,0.066,Frozen Foods,146.26,OUT004,2009,Medium,Tier 2,Supermarket Type2,3415.96
FD8041,12.75,Low Sugar,0.091,Snack Foods,145.24,OUT004,2009,Medium,Tier 2,Supermarket Type2,3438.77
FD8304,13.22,Low Sugar,0.164,Snack Foods,123.76,OUT004,2009,Medium,Tier 2,Supermarket Type2,3105.09
FD5782,9.58,Regular,0.071,Baking Goods,153.74,OUT004,2009,Medium,Tier 2,Supermarket Type2,2895.58
NC3256,11.8,No Sugar,0.046,Household,164.82,OUT004,2009,Medium,Tier 2,Supermarket Type2,3623.93
NC5258,12.13,No Sugar,0.067,Health and Hygiene,171.71,OUT004,2009,Medium,Tier 2,Supermarket Type2,3840.72
FD8012,11.04,Regular,0.024,Fruits and Vegetables,134.17,OUT004,2009,Medium,Tier 2,Supermarket Type2,2826.38
FD6887,13.0,Low Sugar,0.042,Frozen Foods,146.99,OUT004,2009,Medium,Tier 2,Supermarket Type2,3530.16
FD3610,8.49,Low Sugar,0.042,Fruits and Vegetables,119.53,OUT002,1998,Small,Tier 3,Food Mart,1950.44
NC2743,11.69,No Sugar,0.142,Household,115.05,OUT004,2009,Medium,Tier 2,Supermarket Type2,2580.96
FD6509,15.73,Low Sugar,0.089,Starchy Foods,173.7,OUT001,1987,High,Tier 2,Supermarket Type1,4695.38
NC8586,12.09,No Sugar,0.063,Others,165.33,OUT004,2009,Medium,Tier 2,Supermarket Type2,3701.12
FD5092,13.03,Low Sugar,0.041,Canned,141.02,OUT004,2009,Medium,Tier 2,Supermarket Type2,3416.16
FD7292,15.18,Low Sugar,0.104,Dairy,154.63,OUT001,1987,High,Tier 2,Supermarket Type1,4180.54
DR124,12.52,Low Sugar,0.074,Soft Drinks,217.86,OUT002,1998,Small,Tier 3,Food Mart,539.96
FD3364,13.62,Low Sugar,0.069,Meat,134.47,OUT004,2009,Medium,Tier 2,Supermarket Type2,3413.74
NC8474,10.88,No Sugar,0.052,Health and Hygiene,124.46,OUT004,2009,Medium,Tier 2,Supermarket Type2,2591.06
FD6267,16.7,Low Sugar,0.099,Breads,131.03,OUT001,1987,High,Tier 2,Supermarket Type1,4040.92
FD781,11.62,Low Sugar,0.059,Canned,144.32,OUT004,2009,Medium,Tier 2,Supermarket Type2,3163.43
FD230,19.37,Low Sugar,0.099,Snack Foods,226.76,OUT003,1999,Medium,Tier 1,Departmental Store,5961.77
FD6018,13.1,Low Sugar,0.034,Baking Goods,167.11,OUT004,2009,Medium,Tier 2,Supermarket Type2,3964.21
FD5283,13.53,Low Sugar,0.018,Baking Goods,106.76,OUT004,2009,Medium,Tier 2,Supermarket Type2,2826.44
FD6681,8.02,Regular,0.021,Meat,138.84,OUT002,1998,Small,Tier 3,Food Mart,2238.36
DR3802,15.35,Regular,0.081,Soft Drinks,162.2,OUT003,1999,Medium,Tier 1,Departmental Store,4372.2
FD8710,11.71,Low Sugar,0.031,Dairy,143.47,OUT004,2009,Medium,Tier 2,Supermarket Type2,3167.46
FD87,11.1,Regular,0.028,Frozen Foods,113.17,OUT001,1987,High,Tier 2,Supermarket Type1,4810.31
FD3209,13.59,reg,0.039,Canned,133.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3388.09
FD5509,12.99,Low Sugar,0.083,Fruits and Vegetables,113.91,OUT004,2009,Medium,Tier 2,Supermarket Type2,2851.45
FD57,12.95,Low Sugar,0.039,Frozen Foods,164.93,OUT004,2009,Medium,Tier 2,Supermarket Type2,1861.39
FD2263,14.46,Low Sugar,0.086,Frozen Foods,180.33,OUT001,1987,High,Tier 2,Supermarket Type1,4542.0
NC1355,13.8,No Sugar,0.014,Health and Hygiene,129.59,OUT004,2009,Medium,Tier 2,Supermarket Type2,3355.85
FD4438,12.31,Low Sugar,0.05,Dairy,139.57,OUT004,2009,Medium,Tier 2,Supermarket Type2,3223.9
FD1856,13.48,Low Sugar,0.02,Frozen Foods,184.19,OUT003,1999,Medium,Tier 1,Departmental Store,4400.99
NC7727,11.85,No Sugar,0.128,Household,128.43,OUT004,2009,Medium,Tier 2,Supermarket Type2,2890.63
FD7713,9.46,Regular,0.119,Baking Goods,73.87,OUT002,1998,Small,Tier 3,Food Mart,1234.6
FD4368,8.05,Regular,0.018,Dairy,120.86,OUT002,1998,Small,Tier 3,Food Mart,1877.48
FD2718,9.87,Low Sugar,0.033,Fruits and Vegetables,123.13,OUT001,1987,High,Tier 2,Supermarket Type1,2334.74
FD477,10.19,Low Sugar,0.021,Dairy,113.5,OUT001,1987,High,Tier 2,Supermarket Type1,2576.85
FD3039,14.14,Low Sugar,0.021,Canned,155.28,OUT004,2009,Medium,Tier 2,Supermarket Type2,3957.39
FD4756,13.71,Low Sugar,0.175,Dairy,123.9,OUT004,2009,Medium,Tier 2,Supermarket Type2,3218.7
DR7350,14.46,Low Sugar,0.038,Hard Drinks,129.92,OUT004,2009,Medium,Tier 2,Supermarket Type2,3510.88
DR7053,13.97,Low Sugar,0.142,Soft Drinks,142.2,OUT004,2009,Medium,Tier 2,Supermarket Type2,3651.46
FD3341,12.42,Low Sugar,0.072,Snack Foods,181.53,OUT001,1987,High,Tier 2,Supermarket Type1,4106.93
FD1376,13.69,Low Sugar,0.096,Frozen Foods,117.1,OUT004,2009,Medium,Tier 2,Supermarket Type2,3075.49
FD1836,12.5,Low Sugar,0.066,Fruits and Vegetables,120.18,OUT004,2009,Medium,Tier 2,Supermarket Type2,2870.22
FD8642,15.49,Low Sugar,0.04,Meat,216.04,OUT003,1999,Medium,Tier 1,Departmental Store,5507.15
FD747,8.89,Regular,0.076,Baking Goods,101.39,OUT002,1998,Small,Tier 3,Food Mart,1668.17
FD2857,16.22,Regular,0.023,Snack Foods,228.38,OUT003,1999,Medium,Tier 1,Departmental Store,5923.05
FD6767,13.05,Low Sugar,0.044,Frozen Foods,164.91,OUT004,2009,Medium,Tier 2,Supermarket Type2,3908.56
DR1269,12.55,Low Sugar,0.025,Soft Drinks,138.27,OUT004,2009,Medium,Tier 2,Supermarket Type2,3251.68
FD7922,13.14,Low Sugar,0.042,Dairy,132.78,OUT004,2009,Medium,Tier 2,Supermarket Type2,3272.22
NC3315,10.28,No Sugar,0.01,Others,148.37,OUT004,2009,Medium,Tier 2,Supermarket Type2,2944.23
FD2333,16.29,Low Sugar,0.111,Fruits and Vegetables,160.6,OUT001,1987,High,Tier 2,Supermarket Type1,4553.97
FD938,7.39,Low Sugar,0.013,Fruits and Vegetables,119.24,OUT002,1998,Small,Tier 3,Food Mart,1695.67
FD6096,11.93,Low Sugar,0.013,Breads,147.05,OUT004,2009,Medium,Tier 2,Supermarket Type2,3289.54
FD2298,14.11,Low Sugar,0.159,Baking Goods,146.49,OUT004,2009,Medium,Tier 2,Supermarket Type2,3772.65
FD511,13.33,Low Sugar,0.015,Snack Foods,147.52,OUT004,2009,Medium,Tier 2,Supermarket Type2,2923.53
FD1979,11.62,Low Sugar,0.031,Fruits and Vegetables,115.11,OUT004,2009,Medium,Tier 2,Supermarket Type2,2567.76
FD6464,12.71,Regular,0.058,Fruits and Vegetables,186.11,OUT003,1999,Medium,Tier 1,Departmental Store,4266.96
FD3394,10.32,Regular,0.063,Baking Goods,101.95,OUT002,1998,Small,Tier 3,Food Mart,2002.69
NC3021,15.31,No Sugar,0.157,Health and Hygiene,213.81,OUT003,1999,Medium,Tier 1,Departmental Store,5419.85
NC3402,9.51,No Sugar,0.053,Household,126.58,OUT001,1987,High,Tier 2,Supermarket Type1,2324.75
FD2077,10.61,Low Sugar,0.139,Breads,166.81,OUT004,2009,Medium,Tier 2,Supermarket Type2,3396.71
FD2205,13.59,Regular,0.131,Fruits and Vegetables,223.98,OUT003,1999,Medium,Tier 1,Departmental Store,5239.41
FD8493,15.36,Low Sugar,0.082,Baking Goods,165.34,OUT003,1999,Medium,Tier 1,Departmental Store,4439.26
FD2145,9.08,Low Sugar,0.054,Dairy,145.76,OUT004,2009,Medium,Tier 2,Supermarket Type2,2620.42
DR3999,12.02,Regular,0.013,Soft Drinks,201.24,OUT003,1999,Medium,Tier 1,Departmental Store,4419.17
FD4901,14.91,Regular,0.039,Breakfast,163.56,OUT003,1999,Medium,Tier 1,Departmental Store,4302.22
FD237,14.12,Regular,0.136,Frozen Foods,177.84,OUT003,1999,Medium,Tier 1,Departmental Store,5994.95
NC275,12.0,No Sugar,0.118,Household,81.91,OUT002,1998,Small,Tier 3,Food Mart,1739.34
FD6083,10.24,Low Sugar,0.077,Dairy,123.65,OUT001,1987,High,Tier 2,Supermarket Type1,2428.58
FD3667,15.45,Low Sugar,0.033,Fruits and Vegetables,172.22,OUT001,1987,High,Tier 2,Supermarket Type1,4600.06
FD2167,7.66,Regular,0.04,Breads,93.85,OUT002,1998,Small,Tier 3,Food Mart,1235.63
FD8762,13.19,Low Sugar,0.007,Dairy,153.58,OUT004,2009,Medium,Tier 2,Supermarket Type2,3708.43
